Gene symbol,Official name,tissue
CSTF1,cleavage stimulation factor subunit 1,glom
CSTF2T,cleavage stimulation factor subunit 2 tau variant,tub
CTBP2,C-terminal binding protein 2,glom
CTDSPL,CTD small phosphatase like,glom
CTF1,cardiotrophin 1,tub
CTGF,connective tissue growth factor,glom
CTH,cystathionine gamma-lyase,tub
CTNNA3,catenin alpha 3,glom
CTNNBIP1,catenin beta interacting protein 1,glom
CTNND2,catenin delta 2,tub
CTPS1,CTP synthase 1,tub
CTSA,cathepsin A,glom
CTSC,cathepsin C,glom
CTSK,cathepsin K,tub
CTSV,cathepsin V,glom
CTSW,cathepsin W,tub
CTSZ,cathepsin Z,tub
CTTNBP2,cortactin binding protein 2,glom
CTTNBP2NL,CTTNBP2 N-terminal like,tub
CTXN1,cortexin 1,tub
CTXN3,cortexin 3,tub
CUBN,cubilin,tub
CUL5,cullin 5,tub
CXADR,CXADR. Ig-like cell adhesion molecule,tub
CXCL3,C-X-C motif chemokine ligand 3,tub
CXCL9,C-X-C motif chemokine ligand 9,tub
CXCR2,C-X-C motif chemokine receptor 2,glom
CXCR3,C-X-C motif chemokine receptor 3,tub
CXCR6,C-X-C motif chemokine receptor 6,tub
CXorf21,chromosome X open reading frame 21,tub
CXorf36,chromosome X open reading frame 36,tub
CXXC1,CXXC finger protein 1,tub
CYB561D1,cytochrome b561 family member D1,glom
CYB5A,cytochrome b5 type A,tub
CYB5D2,cytochrome b5 domain containing 2,tub
CYB5R2,cytochrome b5 reductase 2,glom
CYBC1,cytochrome b-245 chaperone 1,tub
CYC1,cytochrome c1,tub
CYCS,cytochrome c. somatic,tub
CYFIP1,cytoplasmic FMR1 interacting protein 1,tub
CYFIP2,cytoplasmic FMR1 interacting protein 2,tub
CYGB,cytoglobin,tub
CYP1B1,cytochrome P450 family 1 subfamily B member 1,tub
CYP20A1,cytochrome P450 family 20 subfamily A member 1,tub
CYP24A1,cytochrome P450 family 24 subfamily A member 1,tub
CYP2B6,cytochrome P450 family 2 subfamily B member 6,tub
CYP2C8,cytochrome P450 family 2 subfamily C member 8,tub
CYP2E1,cytochrome P450 family 2 subfamily E member 1,tub
CYP2S1,cytochrome P450 family 2 subfamily S member 1,tub
CYP3A4,cytochrome P450 family 3 subfamily A member 4,tub
CYP3A5,cytochrome P450 family 3 subfamily A member 5,glom
CYP3A7,cytochrome P450 family 3 subfamily A member 7,tub
CYP4A11,cytochrome P450 family 4 subfamily A member 11,tub
CYP4A22,cytochrome P450 family 4 subfamily A member 22,tub
CYP4F3,cytochrome P450 family 4 subfamily F member 3,tub
CYP4V2,cytochrome P450 family 4 subfamily V member 2,tub
CYSLTR1,cysteinyl leukotriene receptor 1,tub
CYSTM1,cysteine rich transmembrane module containing 1,tub
CYTH3,cytohesin 3,tub
CYTH4,cytohesin 4,tub
D2HGDH,D-2-hydroxyglutarate dehydrogenase,tub
DAAM2,dishevelled associated activator of morphogenesis 2,tub
DACH1,dachshund family transcription factor 1,glom
DACH2,dachshund family transcription factor 2,glom
DACT2,dishevelled binding antagonist of beta catenin 2,tub
DAO,D-amino acid oxidase,tub
DAP3,death associated protein 3,glom
DAPK2,death associated protein kinase 2,tub
DAPK3,death associated protein kinase 3,tub
DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,tub
DARS2,aspartyl-tRNA synthetase 2. mitochondrial,tub
DAXX,death domain associated protein,tub
DBN1,drebrin 1,tub
DBNL,drebrin like,tub
DBP,D-box binding PAR bZIP transcription factor,glom
DBT,dihydrolipoamide branched chain transacylase E2,tub
DCAF8,DDB1 and CUL4 associated factor 8,glom
DCK,deoxycytidine kinase,tub
DCLK2,doublecortin like kinase 2,glom
DCLRE1C,DNA cross-link repair 1C,tub
DCP1A,decapping mRNA 1A,tub
DCP2,decapping mRNA 2,tub
DCTN3,dynactin subunit 3,tub
DCTN6,dynactin subunit 6,tub
DCUN1D3,defective in cullin neddylation 1 domain containing 3,tub
DCXR,dicarbonyl and L-xylulose reductase,tub
DDB2,damage specific DNA binding protein 2,tub
DDC,dopa decarboxylase,tub
DDIAS,DNA damage induced apoptosis suppressor,tub
DDIT4L,DNA damage inducible transcript 4 like,glom
DDT,D-dopachrome tautomerase,tub
DDX17,DEAD-box helicase 17,glom
DDX21,DExD-box helicase 21,tub
DDX25,DEAD-box helicase 25,tub
DDX3X,DEAD-box helicase 3 X-linked,tub
DDX42,DEAD-box helicase 42,glom
DDX46,DEAD-box helicase 46,glom
DDX58,DExD/H-box helicase 58,tub
DDX59,DEAD-box helicase 59,tub
DDX60,DExD/H-box helicase 60,tub
DDX60L,DExD/H-box 60 like,tub
DEDD2,death effector domain containing 2,tub
DEFB1,defensin beta 1,tub
DEGS2,delta 4-desaturase. sphingolipid 2,tub
DENND1A,DENN domain containing 1A,glom
DENND2D,DENN domain containing 2D,glom
DENND3,DENN domain containing 3,tub
DENND4A,DENN domain containing 4A,tub
DENND5B,DENN domain containing 5B,tub
DENR,density regulated re-initiation and release factor,tub
DEPDC4,DEP domain containing 4,tub
DEPDC7,DEP domain containing 7,tub
DEPTOR,DEP domain containing MTOR interacting protein,glom
DERA,deoxyribose-phosphate aldolase,tub
DERL2,derlin 2,tub
DESI1,desumoylating isopeptidase 1,tub
DGCR6L,DiGeorge syndrome critical region gene 6 like,tub
DGKA,diacylglycerol kinase alpha,tub
DGKB,diacylglycerol kinase beta,tub
DGKG,diacylglycerol kinase gamma,tub
DHCR24,24-dehydrocholesterol reductase,glom
DHCR7,7-dehydrocholesterol reductase,tub
DHDH,dihydrodiol dehydrogenase,tub
DHODH,dihydroorotate dehydrogenase (quinone),tub
DHPS,deoxyhypusine synthase,tub
DHRS11,dehydrogenase/reductase 11,tub
DHRS12,dehydrogenase/reductase 12,tub
DHRS3,dehydrogenase/reductase 3,glom
DHRS4,dehydrogenase/reductase 4,tub
DHRS4L2,dehydrogenase/reductase 4 like 2,tub
DHRSX,dehydrogenase/reductase X-linked,tub
DHTKD1,dehydrogenase E1 and transketolase domain containing 1,tub
DHX35,DEAH-box helicase 35,tub
DIAPH1,diaphanous related formin 1,tub
DIAPH2,diaphanous related formin 2,tub
DIO1,iodothyronine deiodinase 1,tub
DIP2C,disco interacting protein 2 homolog C,tub
DIRAS1,DIRAS family GTPase 1,tub
DISC1,DISC1 scaffold protein,tub
DKC1,dyskerin pseudouridine synthase 1,tub
DKK3,dickkopf WNT signaling pathway inhibitor 3,tub
DLC1,DLC1 Rho GTPase activating protein,glom
DLG3,discs large MAGUK scaffold protein 3,tub
DLGAP2,DLG associated protein 2,tub
DLK1,delta like non-canonical Notch ligand 1,tub
DLL4,delta like canonical Notch ligand 4,tub
DMAC2L,distal membrane arm assembly complex 2 like,tub
DMGDH,dimethylglycine dehydrogenase,tub
DMRT2,doublesex and mab-3 related transcription factor 2,tub
DMWD,DM1 locus. WD repeat containing,glom
DNAAF3,dynein axonemal assembly factor 3,tub
DNAH17,dynein axonemal heavy chain 17,glom
DNAI1,dynein axonemal intermediate chain 1,tub
DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,tub
DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,tub
DNAJB5,DnaJ heat shock protein family (Hsp40) member B5,tub
DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,tub
DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,tub
DNAJC16,DnaJ heat shock protein family (Hsp40) member C16,tub
DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,tub
DNAJC24,DnaJ heat shock protein family (Hsp40) member C24,tub
DNAJC25,DnaJ heat shock protein family (Hsp40) member C25,tub
DNAL1,dynein axonemal light chain 1,glom
DNASE1,deoxyribonuclease 1,tub
DNASE2,deoxyribonuclease 2. lysosomal,tub
DNHD1,dynein heavy chain domain 1,tub
DNMT1,DNA methyltransferase 1,tub
DNMT3L,DNA methyltransferase 3 like,tub
DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,tub
DOCK1,dedicator of cytokinesis 1,tub
DOCK10,dedicator of cytokinesis 10,tub
DOCK5,dedicator of cytokinesis 5,glom
DOCK6,dedicator of cytokinesis 6,tub
DOK1,docking protein 1,tub
DOK3,docking protein 3,tub
DOK7,docking protein 7,glom
DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,glom
DPEP1,dipeptidase 1,tub
DPEP2,dipeptidase 2,tub
DPH3,diphthamide biosynthesis 3,tub
DPM1,dolichyl-phosphate mannosyltransferase subunit 1. catalytic,tub
DPM3,dolichyl-phosphate mannosyltransferase subunit 3,tub
DPP6,dipeptidyl peptidase like 6,glom
DPT,dermatopontin,tub
DPY19L2,dpy-19 like 2,tub
DPY30,dpy-30. histone methyltransferase complex regulatory subunit,tub
DPYS,dihydropyrimidinase,tub
DPYSL2,dihydropyrimidinase like 2,tub
DRC7,dynein regulatory complex subunit 7,tub
DSE,dermatan sulfate epimerase,tub
DST,dystonin,glom
DTNA,dystrobrevin alpha,tub
DTX2,deltex E3 ubiquitin ligase 2,tub
DTX3,deltex E3 ubiquitin ligase 3,glom
DTX3L,deltex E3 ubiquitin ligase 3L,tub
DUOX1,dual oxidase 1,tub
DUS4L,dihydrouridine synthase 4 like,tub
DUSP18,dual specificity phosphatase 18,tub
DUSP2,dual specificity phosphatase 2,glom
DUSP22,dual specificity phosphatase 22,tub
DUSP6,dual specificity phosphatase 6,tub
DUSP9,dual specificity phosphatase 9,tub
DUT,deoxyuridine triphosphatase,tub
DYNC1I1,dynein cytoplasmic 1 intermediate chain 1,glom
DYNC2H1,dynein cytoplasmic 2 heavy chain 1,glom
DYNLL2,dynein light chain LC8-type 2,tub
DYNLRB2,dynein light chain roadblock-type 2,tub
DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,glom
E2F1,E2F transcription factor 1,tub
E2F6,E2F transcription factor 6,tub
EAF1,ELL associated factor 1,tub
EAF2,ELL associated factor 2,tub
EBAG9,estrogen receptor binding site associated. antigen. 9,tub
EBF1,early B cell factor 1,tub
EBF4,early B cell factor 4,glom
EBP,EBP. cholestenol delta-isomerase,tub
ECHDC2,enoyl-CoA hydratase domain containing 2,tub
ECHDC3,enoyl-CoA hydratase domain containing 3,tub
ECI1,enoyl-CoA delta isomerase 1,tub
ECI2,enoyl-CoA delta isomerase 2,tub
ECM1,extracellular matrix protein 1,tub
ECSIT,ECSIT signalling integrator,tub
ECT2,epithelial cell transforming 2,tub
EDA,ectodysplasin A,tub
EDA2R,ectodysplasin A2 receptor,tub
EDN1,endothelin 1,tub
EDNRA,endothelin receptor type A,tub
EEA1,early endosome antigen 1,glom
EEF1AKMT2,EEF1A lysine methyltransferase 2,tub
EEF1AKMT3,EEF1A lysine methyltransferase 3,tub
EEF1AKNMT,eEF1A lysine and N-terminal methyltransferase,tub
EEF2,eukaryotic translation elongation factor 2,glom
EEF2K,eukaryotic elongation factor 2 kinase,tub
EFCAB13,EF-hand calcium binding domain 13,glom
EFCAB5,EF-hand calcium binding domain 5,tub
EFCC1,EF-hand and coiled-coil domain containing 1,glom
EFEMP1,EGF containing fibulin extracellular matrix protein 1,tub
EFEMP2,EGF containing fibulin extracellular matrix protein 2,tub
EFHB,EF-hand domain family member B,tub
EFHC1,EF-hand domain containing 1,tub
EFHC2,EF-hand domain containing 2,tub
EFHD1,EF-hand domain family member D1,tub
EFNA1,ephrin A1,tub
EFNB1,ephrin B1,tub
EFTUD2,elongation factor Tu GTP binding domain containing 2,glom
EGLN1,egl-9 family hypoxia inducible factor 1,tub
EHBP1L1,EH domain binding protein 1 like 1,tub
EHD2,EH domain containing 2,tub
EHF,ETS homologous factor,tub
EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,tub
EHMT1,euchromatic histone lysine methyltransferase 1,tub
EHMT2,euchromatic histone lysine methyltransferase 2,tub
EID3,EP300 interacting inhibitor of differentiation 3,glom
EIF1,eukaryotic translation initiation factor 1,tub
EIF1AD,eukaryotic translation initiation factor 1A domain containing,tub
EIF1AX,eukaryotic translation initiation factor 1A X-linked,tub
EIF1B,eukaryotic translation initiation factor 1B,tub
EIF2A,eukaryotic translation initiation factor 2A,tub
EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,tub
EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,tub
EIF3D,eukaryotic translation initiation factor 3 subunit D,tub
EIF3H,eukaryotic translation initiation factor 3 subunit H,tub
EIF3M,eukaryotic translation initiation factor 3 subunit M,glom
EIF4E2,eukaryotic translation initiation factor 4E family member 2,glom
EIF4EBP3,eukaryotic translation initiation factor 4E binding protein 3,tub
EIF4G3,eukaryotic translation initiation factor 4 gamma 3,tub
EIF5,eukaryotic translation initiation factor 5,tub
ELF3,E74 like ETS transcription factor 3,tub
ELK1,ELK1. ETS transcription factor,tub
ELK3,ELK3. ETS transcription factor,tub
ELMO1,engulfment and cell motility 1,tub
ELMOD1,ELMO domain containing 1,tub
ELOC,elongin C,tub
ELOVL5,ELOVL fatty acid elongase 5,tub
ELOVL7,ELOVL fatty acid elongase 7,tub
ELP5,elongator acetyltransferase complex subunit 5,tub
EMB,embigin,tub
EMC2,ER membrane protein complex subunit 2,tub
EMC6,ER membrane protein complex subunit 6,tub
EMC7,ER membrane protein complex subunit 7,tub
EMD,emerin,tub
EMID1,EMI domain containing 1,tub
EMILIN1,elastin microfibril interfacer 1,tub
EMILIN2,elastin microfibril interfacer 2,tub
EML1,echinoderm microtubule associated protein like 1,tub
EML3,echinoderm microtubule associated protein like 3,tub
EMP1,epithelial membrane protein 1,tub
EMP3,epithelial membrane protein 3,tub
EMX1,empty spiracles homeobox 1,tub
ENAH,ENAH. actin regulator,tub
ENC1,ectodermal-neural cortex 1,tub
ENG,endoglin,tub
ENHO,energy homeostasis associated,tub
ENKUR,enkurin. TRPC channel interacting protein,tub
ENO1,enolase 1,glom
ENO2,enolase 2,tub
ENOSF1,enolase superfamily member 1,tub
ENOX2,ecto-NOX disulfide-thiol exchanger 2,tub
ENPEP,glutamyl aminopeptidase,glom
ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6,tub
ENSA,endosulfine alpha,tub
ENY2,ENY2. transcription and export complex 2 subunit,tub
EPB41,erythrocyte membrane protein band 4.1,tub
EPB41L2,erythrocyte membrane protein band 4.1 like 2,tub
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,tub
EPHA2,EPH receptor A2,tub
EPHA3,EPH receptor A3,tub
EPHA7,EPH receptor A7,tub
EPHB1,EPH receptor B1,tub
EPHB2,EPH receptor B2,tub
EPHB6,EPH receptor B6,tub
EPHX2,epoxide hydrolase 2,tub
EPM2AIP1,EPM2A interacting protein 1,tub
EPN2,epsin 2,glom
EPS8,epidermal growth factor receptor pathway substrate 8,glom
EPSTI1,epithelial stromal interaction 1,tub
ERAP1,endoplasmic reticulum aminopeptidase 1,tub
ERAP2,endoplasmic reticulum aminopeptidase 2,tub
ERC1,ELKS/RAB6-interacting/CAST family member 1,tub
ERF,ETS2 repressor factor,tub
ERFE,erythroferrone,glom
ERG28,ergosterol biosynthesis 28 homolog,tub
ERGIC3,ERGIC and golgi 3,glom
ERO1B,endoplasmic reticulum oxidoreductase 1 beta,tub
ERP29,endoplasmic reticulum protein 29,glom
ERV3-1,endogenous retrovirus group 3 member 1. envelope,tub
ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1,glom
ESPL1,extra spindle pole bodies like 1. separase,tub
ESPN,espin,tub
ESR1,estrogen receptor 1,tub
ESRP2,epithelial splicing regulatory protein 2,tub
ESRRA,estrogen related receptor alpha,tub
ESRRG,estrogen related receptor gamma,tub
ESYT1,extended synaptotagmin 1,tub
ESYT2,extended synaptotagmin 2,glom
ETF1,eukaryotic translation termination factor 1,tub
ETFA,electron transfer flavoprotein subunit alpha,tub
ETFDH,electron transfer flavoprotein dehydrogenase,tub
ETFRF1,electron transfer flavoprotein regulatory factor 1,tub
ETNK2,ethanolamine kinase 2,tub
ETNPPL,ethanolamine-phosphate phospho-lyase,tub
ETV1,ETS variant 1,tub
ETV6,ETS variant 6,tub
ETV7,ETS variant 7,tub
EVA1A,eva-1 homolog A. regulator of programmed cell death,tub
EVA1C,eva-1 homolog C,glom
EVI2A,ecotropic viral integration site 2A,tub
EVI2B,ecotropic viral integration site 2B,tub
EXD2,exonuclease 3'-5' domain containing 2,glom
EXO1,exonuclease 1,tub
EXOC1,exocyst complex component 1,tub
EXOC2,exocyst complex component 2,tub
EXOC4,exocyst complex component 4,tub
EXOC8,exocyst complex component 8,tub
EXOSC10,exosome component 10,tub
EXPH5,exophilin 5,glom
EXTL3,exostosin like glycosyltransferase 3,tub
EYA2,EYA transcriptional coactivator and phosphatase 2,tub
EYA4,EYA transcriptional coactivator and phosphatase 4,glom
EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit,glom
EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,tub
F11,coagulation factor XI,tub
F12,coagulation factor XII,tub
F2R,coagulation factor II thrombin receptor,tub
F2RL2,coagulation factor II thrombin receptor like 2,tub
F2RL3,F2R like thrombin or trypsin receptor 3,tub
F5,coagulation factor V,glom
FA2H,fatty acid 2-hydroxylase,tub
FAAH,fatty acid amide hydrolase,tub
FAAP100,FA core complex associated protein 100,tub
FABP4,fatty acid binding protein 4,tub
FADS1,fatty acid desaturase 1,tub
FADS3,fatty acid desaturase 3,tub
FADS6,fatty acid desaturase 6,tub
FAIM,Fas apoptotic inhibitory molecule,tub
FAM102A,family with sequence similarity 102 member A,tub
FAM102B,family with sequence similarity 102 member B,tub
FAM104A,family with sequence similarity 104 member A,tub
FAM110A,family with sequence similarity 110 member A,tub
FAM110C,family with sequence similarity 110 member C,tub
FAM111A,family with sequence similarity 111 member A,tub
FAM114A1,family with sequence similarity 114 member A1,tub
FAM118B,family with sequence similarity 118 member B,tub
FAM120AO,,tub
FAM122B,family with sequence similarity 122B,glom
FAM126B,family with sequence similarity 126 member B,tub
FAM129A,family with sequence similarity 129 member A,tub
FAM129B,family with sequence similarity 129 member B,tub
FAM135B,family with sequence similarity 135 member B,tub
FAM136A,family with sequence similarity 136 member A,tub
FAM149A,family with sequence similarity 149 member A,tub
FAM155A,family with sequence similarity 155 member A,tub
FAM160A1,family with sequence similarity 160 member A1,tub
FAM160A2,family with sequence similarity 160 member A2,tub
FAM162A,family with sequence similarity 162 member A,tub
FAM162B,family with sequence similarity 162 member B,tub
FAM171B,family with sequence similarity 171 member B,tub
FAM174B,family with sequence similarity 174 member B,tub
FAM177A1,family with sequence similarity 177 member A1,tub
FAM184A,family with sequence similarity 184 member A,tub
FAM189A2,family with sequence similarity 189 member A2,glom
FAM198B,family with sequence similarity 198 member B,tub
FAM19A5,family with sequence similarity 19 member A5. C-C motif chemokine like,tub
FAM205C,family with sequence similarity 205 member C,tub
FAM20A,FAM20A. golgi associated secretory pathway pseudokinase,tub
FAM20B,FAM20B. glycosaminoglycan xylosylkinase,glom
FAM210A,family with sequence similarity 210 member A,tub
FAM219A,family with sequence similarity 219 member A,glom
FAM221A,family with sequence similarity 221 member A,tub
FAM222A,family with sequence similarity 222 member A,tub
FAM227A,family with sequence similarity 227 member A,tub
FAM227B,family with sequence similarity 227 member B,tub
FAM229A,family with sequence similarity 229 member A,tub
FAM234B,family with sequence similarity 234 member B,tub
